username,date,comment
backy,Jul-16,"ab348 said:

Have you looked at the current Corolla? It's gotten bigger! The rear seat is humongous--roomier than some true mid-sized sedans. Trunk isn't too shabby in size either. And the FE is great--I'm driving a rental Corolla this week and got 44 mpg on a 200 mile trek from the airport to our destination, much of that at 70+ mph. Driving another 300 miles around town during the week has dropped the mpg to 40, but still very good overall. The CVT sucks for performance, but it keeps the RPMs low when cruising. I think it could replace a true mid-sized car for many people. Problem is, besides the sluggish CVT, it seems tinny and cheaply built. It only has 25k miles on it and it has several squeaks/rattles. I know it's a rental car, but I've driven many rentals with more miles and they were still tight. That's one of the benefits of buying a base mid-sized car like the Accord LX--it's a car designed to sell for up to ~$35k in high-trim form, thus the quality must satisfy people who shell out that much money. But a compact like the Corolla is designed to sell in base form for as low as ~$15k and still make a profit, so there has to be some cost-cutting someplace."
benjaminh,Jul-16,Just traded in my 2008 Accord EXL navi for a 2016 Accord EX with AdroidAuto. Love it so far.
Mr_Shiftright,Jul-16,"Nice to see Android and Apple Play appearing on affordable cars. Congrats, nice car."
benjaminh,Jul-16,Couple of pix....
brian125,Jul-16,"BEN

Looks sharp enjoy it. Put a couple of coats of wax on it. keep that white finish shinning"
thebean,Jul-16,Very nice!  I think the EX is the best value of the Accords.  I just don't like leather seats in the heat of Texas.
berri,Jul-16,"I think Honda has improved the looks of the Accord and it reflects in that white color. Leather seats - I remember years back hopping into a friend's big Mercury convertible, top down with ""white"" leather seats in Charleston, SC one summer afternoon. I was wearing cutoffs and yep, gave myself a nice burn welt"
benjaminh,Jul-16,"It happens that this is the 40th anniversary of the Accord. Good story and video about that below:

http://www.autoblog.com/2016/06/30/honda-accord-40-anniversay-birthday/

Glad to have a car made in the USA in Ohio. This is the 4th Accord my family has owned that was built at Marysville. The first three have been great, and I'm expecting the same from this one....So far it seems like the best one yet.

My wife has a 2013 Accord, and so I figured that this one—aside from the styling—would be close to identical. They are similar, but there are some noticeable differences.

First, the handling with my 2016 Accord seems better than on the 2013. By better I mean slightly firmer and with less body roll and no tire squeal when taking turns with just a little bit of speed. It's definitely better than my 2008 Accord, which could almost ""wallow"" a little when pushed a bit. The 2016 Accord is a little closer to being a sports sedan, I think. Here's what Honda has said about the improvements in the suspension for 2016:

""All 2016 Accords apply higher performance dampers and new compliance bushings. All models get new front and rear high performance dampers designed to offer increased response especially in the initial stage of body movement. Development work has centered on reduced internal friction and increased linearity, resulting in the redesign of the oil channel aiding both ride comfort and handling precision.....The struts are specially tuned for the ideal blend of comfort and handling. Innovative features include efficient hydraulic valves and seals, a low-friction Teflon® internal bushing, optimized oil specifications, and a special rebound damper spring that dramatically reduces body roll while turning. The Accord Sport, EX, EX-L and Touring Sedan, and the EX and EX-L Coupe all feature a front strut-tower connecting bar that further improves handling response. For 2016 models, a more ridged strut tower bar contributes to overall body stiffness and dynamic handling response.""

http://hondanews.com/releases/2016-honda-accord-press-kit-chassis

I know that's press release stuff, but to me there does feel like there's something behind it. This car is a bit more fun to drive than the other Accords I've owned."
benjaminh,Jul-16,"A second improvement over my wife's 2013 Accord is the aluminum hood. It's much lighter! Not that it's so hard to lift a regular hood, but this one feels like it weighs half as much as the ones on previous Accords.

Does any other midsize sedan have an aluminum hood?"
brian125,Jul-16,http://www.autonews.com/article/20140922/OEM01/309229953/toyotas-big-leap-to-aluminum
benjaminh,Jul-16,"""The U.S.-built Camry, the country's best-selling car, is slated to get an aluminum hood in 2018, according to a source familiar with the plans.""

But as of now is the Accord the only midsize car with aluminum?"
ab348,Jul-16,"benjaminh said:

Pretty sure both the Fusion and Malibu use aluminum hoods."
Sandman6472,Jul-16,"Was in a friends new 2016 Subaru Legacy last night...very very nice vehicle. Leather seats and all the tech goodies Subaru is known for. Got silver over black which is kinda boring, much prefer the blue color they have. They're leasing again which is great for the dealer as it'll have low miles when turned in going by the 2013 CrossTracX he just turned in. Had about 29 and change on it so the selling dealer gets back a nice clean used car that they can probably CPO and get more from the second owner.

The Sandman"
andres3,Jul-16,S4's have had aluminum hoods for a long time.
sda,Jul-16,"andres3 said:

My '96 Mazda Millenia that I leased for 24 months had an aluminum hood. Little did I know Mazda did some decontenting and the '98 Millenia that I purchased had a heavier steel hood. It was a surprise when I opened the hood for the first time and almost dropped it not anticipating it to be so heavy. Cost savings, that's it!"
imidazol97,Jul-16,"benjaminh said:

My '14 Malibu's hood is aluminum. My 2003 leSabre's hood was aluminum.
Don't think Accord's got anything new there. Probably a little late to the party."
brian125,Jul-16,"The auto repair shops are loving these newer vehicles aluminum hoods, plastic bumpers front and back. Years ago you hit something doing 30mph you had a dent. Now its 3k worth of damage.

When I first bought my Genesis had it 3 weeks I parked in a lot at night that had a concrete stop barrier that separated the lanes. I Must of pulled to far over it and it had a metal rebar sticking up that caught the bumper when I was backing out. It ripped the bumper off half way and tore up the plastic underneath. The new Plastic under piece I ordered from Hyundai was over $300 not to mention the scratched bumper and broken bumper clips. The front of my vehicle would crumble in a frontal. Scary"
benjaminh,Jul-16,"Top reasons I like my new 2016 Accord EX....

1. AndroidAuto/AppleCarplay. Wow. The google maps navi on the dash works much better than the built-in navi on my 2008 or even on my wife's 2013. Communicating with it is a breeze: ""Find Indian restaurant,"" ""Displaying local Indian restaurants"" along with their ratings, and one touch to direct you there or call them.

2. Remote start. Cools your car off in summer, or warms it up and defrosts it in Winter while you're inside having your last cup of coffee and brushing your teeth.

3. 39 mpg on our first highway trip. Beat the EPA hwy estimate on the first tank.

4. Aluminum hood. Makes it easier to put in washer fluid, check the oil, etc.

5. LED daytime running lights, fog lights, and tail lights.

6. Next generation XM that let's you ""rewind"" and ""fast forward,"" as well as combine stations on your presets (for instance you can combine 60s on 6 and 70s on 7 to get songs from both stations mixed together).

7. Cloth seats. Honestly I like these better than leather in our hot climate. They are cooler in hot weather and warmer in cold weather. Nice quality fabric on the EX. Sill have a power driver's seat with power lumbar support.

8. HD FM radio. Better reception and no static. Works great.

9. HondaLink. Kinda like GM's ONstar, except it's free. If, god forbid, your airbags deploy, it calls the closest emergency services automatically.

10. Honda Lanewatch. Color camera on the right side of your car helps you see what's back there, including if there's a bike approaching, etc.

11. Better handling than any Accord I've previously owned, and I've owned a 2002, a 2008, and my wife has a 2013.

12. Has all sorts of other stuff, like moonroof, pushbutton start, dual zone climate control, 60/40 split fold down rear seat, sunglasses holder, built-in programmable garage door opener, multiview rear camera, etc. Plus Honda quality, reliability, and durability."
